UnderwritingID,QuoteID,UnderwriterID,UnderwritingDate,RiskScore,Premium,PremiumRange,UnderwritingDecision,IndiaEligibleFlag,ReferredToAustraliaFlag,ReferralReasonID,AustralianUnderwriterDecision,ReferralTurnaroundHours,UnderwritingTurnaroundHours,QSTBDate,FinalPremium,QuoteValidityDays,CommunicationStatus
UW018695,Q008109,E0034,2024-11-30,75.1,26966.35,"$25,000-$49,999",Referred,False,True,REF10,Declined,47.45,4.64,2024-12-02,26966.35,21.0,Acknowledged
UW018696,Q019915,E0002,2025-05-20,49.5,4123.63,"$2,500-$4,999",Approved,True,False,,,,10.37,2025-05-21,4123.63,30.0,Acknowledged
UW018697,Q027081,E0017,2025-10-25,67.2,51559.38,"$50,000+",Approved,False,True,REF10,Approved,46.19,2.6,2025-10-27,51559.38,30.0,Acknowledged
UW018698,Q024434,E0040,2025-09-21,67.3,16711.58,"$10,000-$24,999",Approved,True,False,,,,13.41,2025-09-21,16711.58,21.0,Acknowledged
UW018699,Q000843,E0011,2024-06-22,59.5,18289.43,"$10,000-$24,999",Approved,False,True,REF02,Approved,29.4,22.49,2024-06-24,18289.43,30.0,Acknowledged
UW018700,Q008793,E0040,2024-11-28,87.1,53452.09,"$50,000+",Approved,False,True,REF10,Approved with Conditions,50.07,38.61,2024-12-01,53452.09,30.0,Acknowledged
UW018701,Q033415,E0002,2026-01-12,46.6,1975.73,"$1,000-$2,499",Approved,True,False,,,,18.92,2026-01-13,1975.73,30.0,Acknowledged
UW018702,Q026354,E0007,2025-10-13,72.1,32580.69,"$25,000-$49,999",Approved,False,True,REF08,Approved,32.71,6.78,2025-10-15,32580.69,21.0,Sent
UW018703,Q003414,E0046,2024-08-14,40.7,1046.02,"$1,000-$2,499",Approved,True,False,,,,25.44,2024-08-15,1046.02,14.0,Acknowledged
UW018704,Q006530,E0049,2024-10-03,59.0,6910.83,"$5,000-$9,999",Approved,True,False,,,,7.23,2024-10-03,6910.83,30.0,Sent
UW018705,Q004570,E0017,2024-09-12,45.0,2921.84,"$2,500-$4,999",Approved,True,False,,,,6.12,2024-09-12,2921.84,45.0,Acknowledged
UW018706,Q028384,E0040,2025-11-30,51.4,6937.02,"$5,000-$9,999",Approved,True,False,,,,6.1,2025-11-30,6937.02,45.0,Sent
UW018707,Q032002,E0046,2025-12-17,83.0,38163.36,"$25,000-$49,999",Approved,False,True,REF08,Approved,9.09,18.44,2025-12-18,38163.36,14.0,Sent
UW018708,Q015748,E0047,2025-03-21,46.1,1974.28,"$1,000-$2,499",Approved,True,False,,,,13.74,2025-03-22,1974.28,30.0,Sent
UW018709,Q024470,E0034,2025-09-24,62.5,30532.02,"$25,000-$49,999",Approved,True,False,,,,2.56,2025-09-24,30532.02,21.0,Acknowledged
UW018710,Q031388,E0040,2025-12-28,45.7,2689.69,"$2,500-$4,999",Approved,True,False,,,,24.06,2025-12-29,2689.69,45.0,Acknowledged
UW018711,Q039207,E0048,2026-04-26,55.3,3062.13,"$2,500-$4,999",Approved,False,True,REF07,Approved,26.25,6.53,2026-04-28,3062.13,45.0,Acknowledged
UW018712,Q007046,E0049,2024-11-12,72.1,24042.08,"$10,000-$24,999",Approved,True,False,,,,13.74,2024-11-12,24042.08,21.0,Acknowledged
UW018713,Q000167,E0040,2024-06-21,74.3,7735.6,"$5,000-$9,999",Referred,False,True,REF08,Declined,15.03,51.89,2024-06-24,7735.6,30.0,Acknowledged
UW018714,Q002358,E0040,2024-08-23,55.5,1723.38,"$1,000-$2,499",Approved,True,False,,,,2.48,2024-08-23,1723.38,21.0,Sent
UW018715,Q016739,E0007,2025-04-30,65.3,38256.57,"$25,000-$49,999",Approved,True,False,,,,5.31,2025-04-30,38256.57,45.0,Sent
UW018716,Q033095,E0017,2026-01-01,59.7,2296.52,"$1,000-$2,499",Approved,True,False,,,,9.87,2026-01-01,2296.52,30.0,Sent
UW018717,Q002594,E0008,2024-08-01,76.7,24550.31,"$10,000-$24,999",Approved,False,True,REF10,Approved,7.16,8.66,2024-08-01,24550.31,14.0,No Response
UW018718,Q007690,E0044,2024-11-09,67.0,32002.38,"$25,000-$49,999",Approved,False,True,REF03,Approved,40.44,1.92,2024-11-11,32002.38,21.0,Sent
UW018719,Q000787,E0008,2024-06-25,62.7,74264.38,"$50,000+",Approved,False,True,REF11,Approved,23.59,8.12,2024-06-26,74264.38,14.0,No Response
UW018720,Q010748,E0007,2024-12-20,45.4,1427.11,"$1,000-$2,499",Approved,True,False,,,,14.29,2024-12-20,1427.11,21.0,Sent
UW018721,Q013013,E0009,2025-02-02,49.8,9934.46,"$5,000-$9,999",Approved,True,False,,,,5.59,2025-02-03,9934.46,14.0,Sent
UW018722,Q019741,E0008,2025-05-01,93.8,117809.28,"$50,000+",Approved,False,True,REF05,Approved,41.41,7.44,2025-05-03,117809.28,30.0,Sent
UW018723,Q006543,E0014,2024-10-16,81.3,29980.36,"$25,000-$49,999",Approved,True,False,,,,14.9,2024-10-16,29980.36,21.0,Sent
UW018724,Q014125,E0040,2025-02-07,39.4,2140.98,"$1,000-$2,499",Approved,True,False,,,,11.2,2025-02-08,2140.98,21.0,Acknowledged
UW018725,Q035429,E0014,2026-02-26,46.7,1825.15,"$1,000-$2,499",Approved,True,False,,,,28.84,2026-02-27,1825.15,21.0,Sent
UW018726,Q030285,E0034,2026-01-01,50.9,2030.88,"$1,000-$2,499",Approved,True,False,,,,18.65,2026-01-02,2030.88,14.0,Acknowledged
UW018727,Q034973,E0040,2026-02-20,45.0,9472.54,"$5,000-$9,999",Approved,True,False,,,,5.08,2026-02-20,9472.54,30.0,Acknowledged
UW018728,Q012360,E0014,2025-01-13,80.6,31474.71,"$25,000-$49,999",Approved,True,False,,,,6.9,2025-01-13,31474.71,21.0,Acknowledged
UW018729,Q018708,E0049,2025-05-31,43.3,2124.12,"$1,000-$2,499",Approved,True,False,,,,13.78,2025-06-01,2124.12,30.0,Acknowledged
UW018730,Q002644,E0014,2024-08-16,53.2,1517.51,"$1,000-$2,499",Approved,True,False,,,,12.31,2024-08-17,1517.51,14.0,Acknowledged
UW018731,Q037336,E0024,2026-03-11,48.1,3267.86,"$2,500-$4,999",Approved,True,False,,,,16.68,2026-03-12,3267.86,14.0,Sent
UW018732,Q019235,E0004,2025-05-11,52.6,4639.59,"$2,500-$4,999",Approved,True,False,,,,5.92,2025-05-11,4639.59,14.0,Acknowledged
UW018733,Q015405,E0017,2025-03-10,52.7,2608.68,"$2,500-$4,999",Approved,True,False,,,,8.64,2025-03-10,2608.68,30.0,Sent
UW018734,Q032862,E0044,2026-01-18,70.0,24741.65,"$10,000-$24,999",Approved,False,True,REF05,Approved,17.41,6.07,2026-01-19,24741.65,45.0,Sent
UW018735,Q023081,E0024,2025-08-24,34.5,2079.65,"$1,000-$2,499",Approved,False,True,REF01,Approved with Conditions,12.96,1.95,2025-08-25,2079.65,45.0,Acknowledged
UW018736,Q031432,E0034,2025-12-24,36.1,1204.18,"$1,000-$2,499",Approved,True,False,,,,12.3,2025-12-25,1204.18,45.0,Sent
UW018737,Q016420,E0040,2025-04-24,62.9,21986.13,"$10,000-$24,999",Approved,True,False,,,,10.76,2025-04-24,21986.13,45.0,Acknowledged
UW018738,Q038234,E0017,2026-04-02,56.7,2121.15,"$1,000-$2,499",Approved,True,False,,,,10.08,2026-04-02,2121.15,30.0,Sent
UW018739,Q002044,E0017,2024-07-15,47.6,2087.29,"$1,000-$2,499",Approved,True,False,,,,2.06,2024-07-16,2087.29,21.0,Acknowledged
UW018740,Q005641,E0014,2024-10-23,43.7,1273.81,"$1,000-$2,499",Approved,True,False,,,,25.98,2024-10-25,1273.81,21.0,Acknowledged
UW018741,Q019331,E0034,2025-05-20,41.4,1726.16,"$1,000-$2,499",Approved,False,True,REF06,Approved,11.12,3.91,2025-05-21,1726.16,14.0,Sent
UW018742,Q031311,E0048,2025-12-16,46.3,3479.42,"$2,500-$4,999",Approved,True,False,,,,13.53,2025-12-16,3479.42,21.0,Sent
UW018743,Q032443,E0048,2026-01-03,61.4,23582.82,"$10,000-$24,999",Approved,True,False,,,,8.34,2026-01-04,23582.82,14.0,No Response
UW018744,Q030476,E0017,2025-12-14,72.9,26361.37,"$25,000-$49,999",Approved,False,True,REF05,Approved,23.0,13.14,2025-12-15,26361.37,30.0,Acknowledged
UW018745,Q008371,E0004,2024-11-23,65.0,23373.72,"$10,000-$24,999",Approved,True,False,,,,6.69,2024-11-23,23373.72,21.0,No Response
UW018746,Q014372,E0008,2025-02-24,52.2,5977.71,"$5,000-$9,999",Approved,False,True,REF12,Approved,18.83,25.51,2025-02-26,5977.71,30.0,Acknowledged
UW018747,Q020136,E0014,2025-06-01,55.6,3278.78,"$2,500-$4,999",Approved,True,False,,,,14.95,2025-06-02,3278.78,30.0,Sent
UW018748,Q000605,E0004,2024-06-21,46.9,6447.77,"$5,000-$9,999",Approved,True,False,,,,11.93,2024-06-21,6447.77,30.0,Acknowledged
UW018749,Q029459,E0040,2025-11-30,41.7,2217.6,"$1,000-$2,499",Approved,True,False,,,,24.29,2025-12-01,2217.6,45.0,No Response
UW018750,Q034454,E0011,2026-02-28,69.3,5048.05,"$5,000-$9,999",Approved,True,False,,,,2.65,2026-02-28,5048.05,21.0,Sent
UW018751,Q040867,E0048,2026-05-14,63.1,43996.6,"$25,000-$49,999",Approved,False,True,REF10,Approved with Conditions,32.06,7.12,2026-05-15,43996.6,14.0,Sent
UW018752,Q026544,E0034,2025-10-17,36.4,1543.67,"$1,000-$2,499",Approved,True,False,,,,10.1,2025-10-17,1543.67,45.0,Sent
UW018753,Q010764,E0046,2024-12-08,62.0,5483.6,"$5,000-$9,999",Approved,True,False,,,,6.96,2024-12-09,5483.6,21.0,Sent
UW018754,Q000390,E0024,2024-06-04,49.2,2006.65,"$1,000-$2,499",Approved,True,False,,,,5.06,2024-06-04,2006.65,30.0,Sent
UW018755,Q029907,E0040,2025-11-15,61.6,34738.27,"$25,000-$49,999",Approved,True,False,,,,13.71,2025-11-16,34738.27,14.0,No Response
UW018756,Q012354,E0046,2025-01-24,53.4,2548.13,"$2,500-$4,999",Approved,True,False,,,,3.91,2025-01-24,2548.13,30.0,Sent
UW018757,Q017574,E0007,2025-04-26,72.0,22860.12,"$10,000-$24,999",Approved,False,True,REF08,Approved,35.31,4.99,2025-04-28,22860.12,21.0,Sent
UW018758,Q011791,E0008,2025-01-29,76.0,35983.29,"$25,000-$49,999",Approved,False,True,REF07,Approved,28.86,12.8,2025-01-31,35983.29,21.0,Sent
UW018759,Q036056,E0014,2026-03-04,50.4,2805.18,"$2,500-$4,999",Approved,True,False,,,,14.8,2026-03-04,2805.18,21.0,No Response
UW018760,Q017247,E0008,2025-04-02,76.3,25408.06,"$25,000-$49,999",Approved,True,False,,,,7.27,2025-04-02,25408.06,30.0,Sent
UW018761,Q033471,E0011,2026-01-15,75.0,2226.47,"$1,000-$2,499",Approved,True,False,,,,16.04,2026-01-16,2226.47,21.0,Sent
UW018762,Q014003,E0014,2025-02-09,47.2,2621.65,"$2,500-$4,999",Approved,True,False,,,,19.16,2025-02-10,2621.65,30.0,Sent
UW018763,Q024796,E0004,2025-09-11,44.4,2123.9,"$1,000-$2,499",Approved,True,False,,,,15.36,2025-09-11,2123.9,30.0,Acknowledged
UW018764,Q006240,E0044,2024-10-09,57.2,17748.39,"$10,000-$24,999",Approved,True,False,,,,8.6,2024-10-09,17748.39,45.0,Sent
UW018765,Q013999,E0009,2025-02-06,64.1,79526.54,"$50,000+",Approved,False,True,REF07,Approved,76.94,8.06,2025-02-09,79526.54,30.0,Sent
UW018766,Q037080,E0009,2026-03-18,69.0,22387.11,"$10,000-$24,999",Approved,False,True,REF04,Approved,25.26,28.88,2026-03-20,22387.11,21.0,Sent
UW018767,Q034077,E0014,2026-02-23,47.5,3166.22,"$2,500-$4,999",Approved,True,False,,,,8.76,2026-02-23,3166.22,45.0,Sent
UW018768,Q019679,E0014,2025-05-10,43.3,1213.95,"$1,000-$2,499",Approved,True,False,,,,11.4,2025-05-10,1213.95,30.0,Sent
UW018769,Q031593,E0011,2025-12-10,59.2,1956.26,"$1,000-$2,499",Approved,True,False,,,,4.96,2025-12-10,1956.26,30.0,Acknowledged
UW018770,Q003554,E0011,2024-09-19,70.9,23908.92,"$10,000-$24,999",Approved,True,False,,,,28.64,2024-09-20,23908.92,30.0,Sent
UW018771,Q004837,E0024,2024-09-28,41.1,2024.09,"$1,000-$2,499",Approved,True,False,,,,26.22,2024-09-29,2024.09,21.0,Acknowledged
UW018772,Q000842,E0048,2024-06-15,33.7,1393.26,"$1,000-$2,499",Approved,True,False,,,,23.32,2024-06-16,1393.26,21.0,Sent
UW018773,Q000700,E0049,2024-06-10,41.2,2565.98,"$2,500-$4,999",Approved,True,False,,,,10.76,2024-06-10,2565.98,45.0,Sent
UW018774,Q020849,E0034,2025-06-19,48.7,1872.95,"$1,000-$2,499",Approved,True,False,,,,13.01,2025-06-19,1872.95,45.0,Acknowledged
UW018775,Q007467,E0048,2024-11-14,44.7,2123.83,"$1,000-$2,499",Approved,True,False,,,,6.55,2024-11-14,2123.83,45.0,No Response
UW018776,Q005258,E0044,2024-10-24,32.6,1938.99,"$1,000-$2,499",Approved,True,False,,,,19.52,2024-10-25,1938.99,30.0,Acknowledged
UW018777,Q005266,E0007,2024-10-19,57.6,1308.19,"$1,000-$2,499",Approved,True,False,,,,5.46,2024-10-19,1308.19,30.0,Acknowledged
UW018778,Q003519,E0007,2024-09-23,86.5,76358.46,"$50,000+",Approved,False,True,REF01,Approved with Conditions,13.5,10.75,2024-09-24,76358.46,21.0,Sent
UW018779,Q017454,E0017,2025-04-13,77.4,33735.46,"$25,000-$49,999",Approved,True,False,,,,5.23,2025-04-13,33735.46,45.0,No Response
UW018780,Q022947,E0009,2025-08-26,76.8,21831.61,"$10,000-$24,999",Approved,True,False,,,,8.41,2025-08-26,21831.61,21.0,Sent
UW018781,Q038942,E0008,2026-04-13,77.4,82679.16,"$50,000+",Approved,False,True,REF01,Approved,19.15,8.18,2026-04-14,82679.16,14.0,Acknowledged
UW018782,Q040836,E0011,2026-05-07,72.0,37509.18,"$25,000-$49,999",Approved,True,False,,,,26.15,2026-05-08,37509.18,21.0,No Response
UW018783,Q028827,E0008,2025-11-03,47.0,2854.67,"$2,500-$4,999",Approved,False,True,REF10,Approved,23.43,13.75,2025-11-05,2854.67,14.0,Acknowledged
UW018784,Q009512,E0046,2024-12-18,50.2,13364.87,"$10,000-$24,999",Approved,True,False,,,,8.31,2024-12-18,13364.87,30.0,Acknowledged
UW018785,Q007999,E0048,2024-11-14,74.2,42782.77,"$25,000-$49,999",Approved,False,True,REF07,Approved,33.86,16.19,2024-11-16,42782.77,30.0,Sent
UW018786,Q034026,E0047,2026-02-21,51.9,1976.26,"$1,000-$2,499",Approved,True,False,,,,23.91,2026-02-22,1976.26,30.0,Acknowledged
UW018787,Q010247,E0034,2024-12-20,50.4,3787.24,"$2,500-$4,999",Approved,True,False,,,,8.63,2024-12-20,3787.24,45.0,Sent
UW018788,Q011898,E0007,2025-01-24,78.9,18890.35,"$10,000-$24,999",Approved,False,True,REF03,Approved,33.75,17.28,2025-01-26,18890.35,14.0,Sent
UW018789,Q016266,E0007,2025-03-16,55.4,2370.44,"$1,000-$2,499",Approved,False,True,REF07,Approved,9.34,5.85,2025-03-17,2370.44,14.0,Sent
UW018790,Q022504,E0034,2025-07-07,78.3,17208.81,"$10,000-$24,999",Approved,False,True,REF10,Approved,11.37,11.43,2025-07-08,17208.81,14.0,Acknowledged
UW018791,Q036094,E0024,2026-03-18,64.1,2924.65,"$2,500-$4,999",Approved,True,False,,,,7.66,2026-03-18,2924.65,14.0,Sent
UW018792,Q004207,E0047,2024-09-15,64.4,3553.42,"$2,500-$4,999",Approved,False,True,REF12,Approved with Conditions,26.35,16.61,2024-09-17,3553.42,14.0,Sent
UW018793,Q009082,E0047,2024-12-06,64.3,23503.74,"$10,000-$24,999",Approved,True,False,,,,30.33,2024-12-07,23503.74,30.0,Sent
UW018794,Q017098,E0017,2025-04-17,67.1,2714.58,"$2,500-$4,999",Approved,False,True,REF03,Approved,41.9,11.01,2025-04-19,2714.58,45.0,Sent
UW018795,Q032365,E0007,2026-01-21,64.4,14451.08,"$10,000-$24,999",Approved,True,False,,,,23.26,2026-01-22,14451.08,21.0,Acknowledged
UW018796,Q041048,E0011,2026-05-13,76.4,2194.25,"$1,000-$2,499",Approved,True,False,,,,2.97,2026-05-13,2194.25,14.0,Acknowledged
UW018797,Q035441,E0008,2026-02-22,40.4,2537.84,"$2,500-$4,999",Declined,True,False,,,,8.57,,,,N/A
UW018798,Q035712,E0011,2026-02-07,90.6,90212.68,"$50,000+",Approved,False,True,REF10,Approved,60.37,10.21,2026-02-10,90212.68,21.0,Acknowledged
UW018799,Q003138,E0017,2024-08-30,53.6,1969.19,"$1,000-$2,499",Approved,True,False,,,,4.61,2024-08-30,1969.19,30.0,Sent
UW018800,Q036559,E0049,2026-03-30,87.5,18444.13,"$10,000-$24,999",Approved,False,True,REF09,Approved with Conditions,61.54,6.14,2026-04-02,18444.13,14.0,Acknowledged
UW018801,Q016684,E0004,2025-04-24,36.3,1530.36,"$1,000-$2,499",Approved,True,False,,,,3.64,2025-04-24,1530.36,14.0,Acknowledged
UW018802,Q003098,E0007,2024-08-23,52.6,17493.11,"$10,000-$24,999",Approved,True,False,,,,2.99,2024-08-23,17493.11,21.0,Acknowledged
UW018803,Q019804,E0017,2025-05-23,68.3,44386.39,"$25,000-$49,999",Approved,False,True,REF11,Approved with Conditions,20.16,23.24,2025-05-25,44386.39,21.0,Acknowledged
UW018804,Q027608,E0034,2025-10-17,54.0,3110.02,"$2,500-$4,999",Approved,True,False,,,,18.74,2025-10-18,3110.02,30.0,Sent
UW018805,Q019864,E0034,2025-05-14,74.6,43881.95,"$25,000-$49,999",Approved,False,True,REF06,Approved with Conditions,53.26,9.82,2025-05-16,43881.95,45.0,Sent
UW018806,Q011555,E0008,2025-01-04,77.4,26022.16,"$25,000-$49,999",Approved,False,True,REF07,Approved,18.29,9.51,2025-01-05,26022.16,21.0,Acknowledged
UW018807,Q040859,E0002,2026-05-17,71.8,39967.21,"$25,000-$49,999",Approved,False,True,REF04,Approved,53.05,23.95,2026-05-20,39967.21,21.0,Sent
UW018808,Q032307,E0008,2025-12-29,44.7,2316.27,"$1,000-$2,499",Approved,True,False,,,,35.37,2025-12-30,2316.27,30.0,Acknowledged
UW018809,Q023381,E0011,2025-08-15,56.2,1904.0,"$1,000-$2,499",Approved,True,False,,,,7.62,2025-08-15,1904.0,21.0,Sent
UW018810,Q005904,E0040,2024-10-05,46.4,2401.1,"$1,000-$2,499",Approved,True,False,,,,11.81,2024-10-06,2401.1,30.0,Sent
UW018811,Q013016,E0044,2025-02-23,86.7,13824.0,"$10,000-$24,999",Approved,False,True,REF08,Approved,36.51,17.77,2025-02-25,13824.0,30.0,No Response
UW018812,Q033828,E0008,2026-01-21,46.4,1862.85,"$1,000-$2,499",Approved,True,False,,,,4.15,2026-01-21,1862.85,21.0,Acknowledged
UW018813,Q029763,E0008,2025-11-09,63.8,28366.81,"$25,000-$49,999",Approved,False,True,REF12,Approved with Conditions,23.75,18.52,2025-11-11,28366.81,30.0,Sent
UW018814,Q015958,E0002,2025-03-21,46.9,1950.61,"$1,000-$2,499",Approved,True,False,,,,13.24,2025-03-21,1950.61,45.0,Acknowledged
UW018815,Q019445,E0034,2025-05-06,67.6,19023.49,"$10,000-$24,999",Approved,True,False,,,,27.08,2025-05-07,19023.49,30.0,Acknowledged
UW018816,Q005986,E0017,2024-10-04,40.4,1875.81,"$1,000-$2,499",Approved,True,False,,,,13.34,2024-10-05,1875.81,21.0,Acknowledged
UW018817,Q002727,E0034,2024-08-14,50.9,1848.21,"$1,000-$2,499",Approved,True,False,,,,9.32,2024-08-14,1848.21,45.0,Sent
UW018818,Q014262,E0049,2025-02-28,63.8,9682.6,"$5,000-$9,999",Approved,True,False,,,,3.35,2025-02-28,9682.6,30.0,Sent
UW018819,Q007056,E0024,2024-11-01,51.4,3262.98,"$2,500-$4,999",Approved,True,False,,,,4.0,2024-11-01,3262.98,30.0,Sent
UW018820,Q007618,E0046,2024-11-09,62.4,4320.44,"$2,500-$4,999",Approved,True,False,,,,23.32,2024-11-10,4320.44,45.0,Sent
UW018821,Q018553,E0034,2025-05-20,84.6,37236.54,"$25,000-$49,999",Approved,False,True,REF07,Approved,49.36,11.27,2025-05-22,37236.54,30.0,Acknowledged
UW018822,Q009420,E0048,2024-12-08,42.8,2886.9,"$2,500-$4,999",Approved,True,False,,,,5.27,2024-12-08,2886.9,30.0,Sent
UW018823,Q027193,E0017,2025-10-28,62.4,46291.44,"$25,000-$49,999",Approved,False,True,REF04,Approved with Conditions,10.41,8.39,2025-10-29,46291.44,30.0,Acknowledged
UW018824,Q002797,E0024,2024-08-22,50.6,890.7,"< $1,000",Approved,True,False,,,,19.82,2024-08-23,890.7,30.0,Sent
UW018825,Q001660,E0048,2024-07-28,43.2,2379.64,"$1,000-$2,499",Approved,False,True,REF04,Approved,18.91,9.34,2024-07-29,2379.64,14.0,No Response
UW018826,Q002878,E0007,2024-08-10,55.8,5509.86,"$5,000-$9,999",Approved,False,True,REF11,Approved,48.25,7.28,2024-08-13,5509.86,30.0,Sent
UW018827,Q001737,E0044,2024-07-13,45.7,3189.17,"$2,500-$4,999",Approved,True,False,,,,9.61,2024-07-14,3189.17,21.0,Sent
UW018828,Q040230,E0046,2026-05-04,67.0,5906.48,"$5,000-$9,999",Approved,False,True,REF07,Approved with Conditions,69.03,25.05,2026-05-08,5906.48,45.0,Acknowledged
UW018829,Q035084,E0034,2026-02-10,39.9,1544.81,"$1,000-$2,499",Approved,True,False,,,,18.33,2026-02-11,1544.81,14.0,Acknowledged
UW018830,Q004807,E0048,2024-09-06,32.0,2520.98,"$2,500-$4,999",Approved,True,False,,,,34.93,2024-09-08,2520.98,14.0,Sent
UW018831,Q038917,E0014,2026-04-08,47.1,2578.56,"$2,500-$4,999",Approved,True,False,,,,9.63,2026-04-08,2578.56,14.0,Acknowledged
UW018832,Q004559,E0002,2024-09-19,54.8,14426.83,"$10,000-$24,999",Approved,True,False,,,,24.65,2024-09-20,14426.83,30.0,Sent
UW018833,Q012023,E0024,2025-01-29,38.2,3254.84,"$2,500-$4,999",Approved,True,False,,,,2.28,2025-01-30,3254.84,30.0,Sent
UW018834,Q024529,E0048,2025-09-29,58.0,2312.58,"$1,000-$2,499",Approved,False,True,REF12,Approved,45.06,19.53,2025-10-01,2312.58,14.0,Sent
UW018835,Q021827,E0011,2025-07-03,61.5,18085.94,"$10,000-$24,999",Approved,True,False,,,,12.75,2025-07-03,18085.94,21.0,Sent
UW018836,Q033065,E0014,2026-01-20,73.1,34873.14,"$25,000-$49,999",Approved,False,True,REF05,Approved with Conditions,13.97,5.0,2026-01-21,34873.14,30.0,Acknowledged
UW018837,Q033616,E0046,2026-01-29,69.1,36313.41,"$25,000-$49,999",Approved,False,True,REF11,Approved,25.68,20.41,2026-01-31,36313.41,30.0,No Response
UW018838,Q011275,E0046,2025-01-31,49.8,2703.42,"$2,500-$4,999",Approved,True,False,,,,6.3,2025-01-31,2703.42,21.0,Sent
UW018839,Q016026,E0014,2025-03-05,66.8,22198.84,"$10,000-$24,999",Approved,True,False,,,,17.22,2025-03-06,22198.84,30.0,Acknowledged
UW018840,Q027914,E0014,2025-12-01,66.0,21797.41,"$10,000-$24,999",Approved,True,False,,,,10.69,2025-12-01,21797.41,30.0,Acknowledged
UW018841,Q018705,E0034,2025-05-20,75.5,32677.87,"$25,000-$49,999",Approved,False,True,REF12,Approved,26.81,4.75,2025-05-21,32677.87,14.0,Acknowledged
UW018842,Q013010,E0008,2025-02-10,45.1,1199.75,"$1,000-$2,499",Approved,True,False,,,,8.12,2025-02-10,1199.75,30.0,Sent
UW018843,Q040196,E0009,2026-05-13,48.8,6427.78,"$5,000-$9,999",Approved,True,False,,,,16.84,2026-05-14,6427.78,30.0,Sent
UW018844,Q029765,E0009,2025-11-22,71.3,26909.14,"$25,000-$49,999",Approved,True,False,,,,8.06,2025-11-22,26909.14,21.0,Acknowledged
UW018845,Q015089,E0009,2025-03-25,54.4,2083.37,"$1,000-$2,499",Approved,True,False,,,,3.9,2025-03-25,2083.37,45.0,Sent
UW018846,Q001567,E0046,2024-07-20,45.4,1790.38,"$1,000-$2,499",Approved,True,False,,,,7.99,2024-07-20,1790.38,30.0,Sent
UW018847,Q003156,E0040,2024-08-08,60.4,2325.04,"$1,000-$2,499",Approved,True,False,,,,17.18,2024-08-09,2325.04,30.0,Sent
UW018848,Q003100,E0002,2024-08-14,48.4,894.01,"< $1,000",Approved,True,False,,,,13.83,2024-08-14,894.01,21.0,No Response
UW018849,Q026071,E0049,2025-10-28,64.7,4352.95,"$2,500-$4,999",Approved,True,False,,,,13.02,2025-10-29,4352.95,21.0,Sent
UW018850,Q022400,E0047,2025-07-28,62.6,17947.77,"$10,000-$24,999",Approved,True,False,,,,17.97,2025-07-28,17947.77,21.0,Acknowledged
UW018851,Q005813,E0048,2024-10-17,95.8,26173.07,"$25,000-$49,999",Approved,False,True,REF11,Approved with Conditions,21.28,8.24,2024-10-19,26173.07,30.0,Sent
UW018852,Q008986,E0009,2024-12-27,43.5,2257.02,"$1,000-$2,499",Approved,True,False,,,,12.57,2024-12-27,2257.02,30.0,Sent
UW018853,Q010238,E0040,2024-12-23,49.5,1665.03,"$1,000-$2,499",Approved,True,False,,,,6.71,2024-12-24,1665.03,21.0,Sent
UW018854,Q025847,E0040,2025-10-26,64.0,44119.28,"$25,000-$49,999",Approved,False,True,REF10,Approved with Conditions,19.18,7.29,2025-10-27,44119.28,14.0,Acknowledged
UW018855,Q009092,E0044,2024-12-03,50.6,3226.39,"$2,500-$4,999",Approved,True,False,,,,5.94,2024-12-03,3226.39,21.0,Acknowledged
UW018856,Q022473,E0014,2025-07-24,38.8,2065.59,"$1,000-$2,499",Approved,True,False,,,,18.53,2025-07-25,2065.59,30.0,Sent
UW018857,Q008215,E0014,2024-11-29,53.5,3904.53,"$2,500-$4,999",Approved,True,False,,,,21.37,2024-11-30,3904.53,14.0,Acknowledged
UW018858,Q018935,E0004,2025-05-11,67.8,24762.75,"$10,000-$24,999",Approved,False,True,REF07,Approved,8.58,19.52,2025-05-12,24762.75,30.0,Sent
UW018859,Q011171,E0049,2025-01-05,35.3,3645.29,"$2,500-$4,999",Approved,True,False,,,,17.31,2025-01-06,3645.29,14.0,Sent
UW018860,Q000638,E0046,2024-06-22,45.5,3295.85,"$2,500-$4,999",Approved,True,False,,,,23.42,2024-06-23,3295.85,21.0,Acknowledged
UW018861,Q012988,E0049,2025-02-08,34.6,2058.56,"$1,000-$2,499",Approved,True,False,,,,7.49,2025-02-08,2058.56,30.0,Acknowledged
UW018862,Q031033,E0009,2025-12-22,37.8,2006.99,"$1,000-$2,499",Approved,True,False,,,,10.25,2025-12-23,2006.99,14.0,Sent
UW018863,Q016381,E0024,2025-03-07,68.5,14923.5,"$10,000-$24,999",Approved,False,True,REF06,Approved with Conditions,9.22,3.65,2025-03-08,14923.5,14.0,Acknowledged
UW018864,Q013360,E0002,2025-02-14,51.8,1918.55,"$1,000-$2,499",Approved,False,True,REF09,Approved,22.89,25.96,2025-02-16,1918.55,21.0,Sent
UW018865,Q010630,E0024,2024-12-06,76.7,30594.61,"$25,000-$49,999",Referred,False,True,REF01,Declined,44.69,12.02,2024-12-08,30594.61,30.0,Sent
UW018866,Q023815,E0017,2025-08-16,66.6,16827.84,"$10,000-$24,999",Approved,False,True,REF06,Approved,33.08,10.45,2025-08-18,16827.84,14.0,No Response
