BindingID,QuoteID,StatusID,BrokerAcceptanceDate,BindingDate,BoundFlag,FinalPremium,PolicyPropertyCount,TurnaroundDaysQSTBtoOutcome
BIND019820,Q015063,STA07,,,False,20530.81,0,0.4
BIND019821,Q032197,STA01,2025-12-05,2025-12-07,True,1684.94,1,4.2
BIND019822,Q033600,STA01,2026-01-28,2026-01-29,True,1965.3,2,7.3
BIND019823,Q004656,STA07,,,False,28456.17,0,11.6
BIND019824,Q026428,STA01,2025-11-03,2025-11-11,True,12485.53,4,9.7
BIND019825,Q025447,STA02,,,False,28217.33,0,2.0
BIND019826,Q013098,STA06,,,False,2047.57,0,4.4
BIND019827,Q010244,STA05,,,False,34324.88,0,2.4
BIND019828,Q008192,STA08,,,False,3076.84,0,5.4
BIND019829,Q034353,STA01,2026-03-01,2026-03-05,True,25974.18,3,6.3
BIND019830,Q037318,STA07,,,False,2324.07,0,13.8
BIND019831,Q041149,STA02,,,False,2953.85,0,4.8
BIND019832,Q025574,STA01,2025-09-23,2025-10-03,True,17520.45,1,13.5
BIND019833,Q015363,STA01,2025-03-19,2025-03-21,True,10412.44,1,10.3
BIND019834,Q031832,STA05,,,False,15562.03,0,1.5
BIND019835,Q020338,STA01,2025-07-08,2025-07-10,True,3694.76,1,9.6
BIND019836,Q007039,STA04,,,False,136543.17,0,14.7
BIND019837,Q013090,STA02,,,False,11208.59,0,9.2
BIND019838,Q004733,STA02,,,False,2290.78,0,3.1
BIND019839,Q019924,STA07,,,False,1729.52,0,3.0
BIND019840,Q023004,STA01,2025-08-28,2025-08-31,True,19798.18,1,9.8
BIND019841,Q033096,STA04,,,False,28323.93,0,9.4
BIND019842,Q025604,STA08,,,False,1101.09,0,3.9
BIND019843,Q033386,STA01,2026-01-21,2026-01-25,True,998.82,1,8.8
BIND019844,Q015583,STA02,,,False,1578.52,0,8.2
BIND019845,Q020579,STA03,,,False,4039.45,0,5.4
BIND019846,Q025839,STA02,,,False,17875.04,0,0.8
BIND019847,Q029381,STA04,,,False,28835.44,0,11.5
BIND019848,Q039557,STA03,,,False,3414.67,0,9.0
BIND019849,Q011617,STA01,2025-01-03,2025-01-06,True,5317.22,1,4.7
BIND019850,Q039377,STA04,,,False,3416.73,0,2.9
BIND019851,Q041837,STA10,,,False,,0,
BIND019852,Q002706,STA03,,,False,22756.49,0,0.8
BIND019853,Q001472,STA03,,,False,7311.37,0,2.3
BIND019854,Q004527,STA01,2024-09-27,2024-10-02,True,11649.63,4,16.2
BIND019855,Q014093,STA01,2025-02-22,2025-02-25,True,1021.7,1,7.5
BIND019856,Q013904,STA01,2025-02-15,2025-02-19,True,2072.73,1,11.7
BIND019857,Q038905,STA03,,,False,29835.35,0,19.3
BIND019858,Q022345,STA03,,,False,17671.14,0,6.3
BIND019859,Q031462,STA02,,,False,27781.45,0,1.9
BIND019860,Q029039,STA01,2025-11-17,2025-11-17,True,17438.8,1,4.0
BIND019861,Q025740,STA07,,,False,54491.11,0,1.6
BIND019862,Q022899,STA04,,,False,29708.94,0,2.9
BIND019863,Q021744,STA04,,,False,42828.31,0,1.2
BIND019864,Q020994,STA02,,,False,3428.53,0,5.6
BIND019865,Q018296,STA02,,,False,1760.38,0,3.0
BIND019866,Q000411,STA02,,,False,2146.03,0,4.9
BIND019867,Q020062,STA04,,,False,4019.73,0,4.4
BIND019868,Q000574,STA09,,,False,20314.34,0,4.6
BIND019869,Q016315,STA01,2025-03-20,2025-03-22,True,3969.43,1,5.2
BIND019870,Q022368,STA01,2025-07-16,2025-07-18,True,53003.57,1,5.9
BIND019871,Q025575,STA01,2025-09-29,2025-09-29,True,3386.67,1,3.9
BIND019872,Q019622,STA05,,,False,3377.55,0,16.4
BIND019873,Q033553,STA02,,,False,2282.63,0,8.4
BIND019874,Q021083,STA01,2025-06-11,2025-06-13,True,1775.01,1,7.4
BIND019875,Q024791,STA01,2025-10-07,2025-10-07,True,2425.16,1,7.4
BIND019876,Q010114,STA01,2024-12-10,2024-12-13,True,11298.87,1,5.0
BIND019877,Q028517,STA01,2025-12-04,2025-12-05,True,27773.25,1,5.5
BIND019878,Q029518,STA02,,,False,17293.15,0,5.4
BIND019879,Q033566,STA03,,,False,27207.08,0,12.1
BIND019880,Q023782,STA07,,,False,24172.35,0,11.5
BIND019881,Q012776,STA04,,,False,2943.04,0,8.5
BIND019882,Q030101,STA09,,,False,1895.76,0,3.2
BIND019883,Q007706,STA01,2024-11-15,2024-11-22,True,1964.09,1,9.4
BIND019884,Q023610,STA01,2025-08-09,2025-08-13,True,23225.33,1,5.3
BIND019885,Q019435,STA02,,,False,2080.99,0,2.3
BIND019886,Q006202,STA02,,,False,1934.72,0,3.0
BIND019887,Q016415,STA03,,,False,5529.36,0,8.9
BIND019888,Q006512,STA01,2024-10-22,2024-10-23,True,5142.52,1,3.9
BIND019889,Q006563,STA01,2024-10-24,2024-10-30,True,30649.26,1,12.5
BIND019890,Q033485,STA07,,,False,27036.94,0,2.1
BIND019891,Q035310,STA01,2026-02-23,2026-03-03,True,6782.79,1,15.2
BIND019892,Q007400,STA08,,,False,1431.26,0,2.8
BIND019893,Q013737,STA02,,,False,30896.46,0,5.8
BIND019894,Q011998,STA01,2025-01-23,2025-01-25,True,1670.88,2,8.6
BIND019895,Q036115,STA03,,,False,33262.31,0,4.9
BIND019896,Q040289,STA10,,,False,,0,
BIND019897,Q039017,STA02,,,False,28764.13,0,1.1
BIND019898,Q010268,STA01,2024-12-30,2025-01-06,True,1781.34,1,11.5
BIND019899,Q005358,STA07,,,False,13311.28,0,13.5
BIND019900,Q001067,STA05,,,False,24715.02,0,6.5
BIND019901,Q027162,STA01,2025-10-25,2025-10-27,True,11511.99,3,11.1
BIND019902,Q006053,STA08,,,False,54989.85,0,1.5
BIND019903,Q036866,STA05,,,False,31918.28,0,18.3
BIND019904,Q032191,STA01,2026-01-06,2026-01-11,True,2707.63,1,20.6
BIND019905,Q010439,STA01,2025-01-04,2025-01-07,True,1273.07,1,11.2
BIND019906,Q011952,STA01,2025-01-19,2025-01-22,True,916.94,1,4.8
BIND019907,Q000300,STA02,,,False,30713.78,0,5.1
BIND019908,Q041470,STA02,,,False,31535.24,0,6.7
BIND019909,Q038141,STA03,,,False,2468.73,0,4.2
BIND019910,Q002001,STA04,,,False,8246.34,0,8.2
BIND019911,Q024259,STA06,,,False,21924.56,0,4.6
BIND019912,Q008115,STA01,2024-11-21,2024-11-25,True,9913.14,3,5.0
BIND019913,Q034003,STA03,,,False,4645.76,0,1.8
BIND019914,Q003966,STA01,2024-09-09,2024-09-14,True,1185.66,1,10.9
BIND019915,Q021842,STA01,2025-08-02,2025-08-03,True,24509.4,1,10.0
BIND019916,Q012545,STA01,2025-01-27,2025-01-28,True,1916.45,1,1.1
BIND019917,Q008428,STA01,2024-11-28,2024-12-06,True,2252.07,1,10.5
BIND019918,Q009787,STA08,,,False,2421.14,0,6.3
BIND019919,Q014794,STA02,,,False,10153.97,0,4.3
BIND019920,Q016309,STA01,2025-03-16,2025-03-17,True,2609.02,1,10.3
BIND019921,Q007729,STA03,,,False,33251.86,0,13.3
BIND019922,Q002538,STA06,,,False,1413.74,0,2.2
BIND019923,Q020836,STA01,2025-06-19,2025-06-24,True,16680.24,4,8.9
BIND019924,Q034850,STA01,2026-02-16,2026-02-21,True,3627.63,1,10.1
BIND019925,Q027623,STA03,,,False,8664.64,0,3.9
BIND019926,Q008084,STA02,,,False,15012.83,0,3.5
BIND019927,Q037936,STA06,,,False,1763.53,0,7.7
BIND019928,Q019442,STA05,,,False,757.57,0,10.9
BIND019929,Q021993,STA03,,,False,22301.62,0,10.3
BIND019930,Q038764,STA05,,,False,1823.12,0,13.1
BIND019931,Q035119,STA02,,,False,2071.9,0,4.0
BIND019932,Q010536,STA06,,,False,1302.93,0,2.8
BIND019933,Q026565,STA05,,,False,3847.79,0,5.6
BIND019934,Q006341,STA06,,,False,22687.52,0,2.7
BIND019935,Q009810,STA01,2024-12-20,2024-12-24,True,1902.68,1,7.2
BIND019936,Q034511,STA03,,,False,17141.92,0,5.0
BIND019937,Q021448,STA03,,,False,15586.5,0,11.1
BIND019938,Q015927,STA01,2025-04-10,2025-04-13,True,30098.26,1,22.4
BIND019939,Q012895,STA02,,,False,3440.8,0,1.1
BIND019940,Q010234,STA01,2024-12-26,2025-01-05,True,27837.74,1,11.9
BIND019941,Q024932,STA01,2025-09-28,2025-10-03,True,2615.62,1,9.5
BIND019942,Q007659,STA01,2024-11-23,2024-11-24,True,946.72,1,3.2
BIND019943,Q020602,STA01,2025-06-26,2025-06-27,True,15972.56,5,6.0
BIND019944,Q023967,STA03,,,False,20848.93,0,6.4
BIND019945,Q021119,STA07,,,False,86042.54,0,26.9
BIND019946,Q013848,STA01,2025-02-22,2025-02-25,True,13485.04,5,5.1
BIND019947,Q013555,STA01,2025-02-28,2025-03-03,True,52954.84,1,4.1
BIND019948,Q011680,STA01,2025-01-27,2025-02-04,True,66203.51,3,10.5
BIND019949,Q019068,STA05,,,False,28593.64,0,14.0
BIND019950,Q023998,STA01,2025-09-10,2025-09-18,True,3112.52,1,19.2
BIND019951,Q008557,STA03,,,False,2711.34,0,9.6
BIND019952,Q010134,STA01,2024-12-29,2025-01-04,True,22338.18,1,15.5
BIND019953,Q024346,STA01,2025-09-17,2025-09-18,True,6700.62,1,5.0
BIND019954,Q009094,STA04,,,False,2492.04,0,6.2
BIND019955,Q031226,STA01,2025-12-28,2026-01-04,True,4858.78,1,10.6
BIND019956,Q032017,STA01,2025-12-31,2026-01-02,True,2207.72,1,7.2
BIND019957,Q021161,STA01,2025-07-04,2025-07-15,True,1343.6,1,23.5
BIND019958,Q030900,STA05,,,False,28360.84,0,5.3
BIND019959,Q033772,STA04,,,False,2430.56,0,3.5
BIND019960,Q031200,STA01,2025-12-15,2025-12-18,True,2972.61,1,8.6
BIND019961,Q038492,STA06,,,False,33432.45,0,7.0
BIND019962,Q025274,STA01,2025-09-13,2025-09-14,True,1939.8,1,9.9
BIND019963,Q041532,STA10,,,False,,0,
BIND019964,Q011965,STA04,,,False,2643.15,0,4.9
BIND019965,Q009739,STA01,2024-12-28,2024-12-31,True,3004.24,1,8.2
BIND019966,Q010592,STA09,,,False,922.46,0,9.4
BIND019967,Q002972,STA01,2024-09-07,2024-09-07,True,9557.34,1,9.0
BIND019968,Q008454,STA06,,,False,2886.33,0,5.7
BIND019969,Q000256,STA01,2024-06-29,2024-07-04,True,1499.67,1,13.7
BIND019970,Q025624,STA05,,,False,2999.31,0,5.8
BIND019971,Q033731,STA03,,,False,2146.6,0,4.4
BIND019972,Q022410,STA03,,,False,28109.59,0,0.8
BIND019973,Q008154,STA01,2024-12-05,2024-12-14,True,2360.38,1,15.8
BIND019974,Q006032,STA01,2024-10-07,2024-10-11,True,33975.21,2,6.1
BIND019975,Q033420,STA01,2026-02-08,2026-02-11,True,1602.4,1,11.3
BIND019976,Q007532,STA05,,,False,12609.63,0,18.5
BIND019977,Q000743,STA03,,,False,26940.09,0,6.0
BIND019978,Q007344,STA02,,,False,19135.39,0,16.1
BIND019979,Q022429,STA04,,,False,4162.82,0,12.7
BIND019980,Q030683,STA01,2025-12-09,2025-12-15,True,1282.13,1,7.3
BIND019981,Q024201,STA04,,,False,22807.55,0,5.6
BIND019982,Q000352,STA01,2024-06-15,2024-06-17,True,24542.76,1,9.5
BIND019983,Q019048,STA03,,,False,51889.06,0,8.1
BIND019984,Q018420,STA01,2025-05-20,2025-05-20,True,2224.01,1,6.4
BIND019985,Q034335,STA02,,,False,20516.98,0,14.0
BIND019986,Q011203,STA04,,,False,4975.83,0,8.9
BIND019987,Q035948,STA08,,,False,2508.25,0,5.3
BIND019988,Q010457,STA01,2024-12-11,2024-12-15,True,13066.61,2,4.3
BIND019989,Q037520,STA04,,,False,40090.61,0,10.7
BIND019990,Q008346,STA01,2024-11-16,2024-11-17,True,34547.1,1,9.9
BIND019991,Q029028,STA05,,,False,53922.99,0,6.9
BIND019992,Q038106,STA05,,,False,60795.27,0,11.2
BIND019993,Q011258,STA01,2025-01-10,2025-01-11,True,21542.3,1,7.5
BIND019994,Q041767,STA01,2026-06-03,2026-06-03,True,2924.18,3,4.7
BIND019995,Q034856,STA05,,,False,49147.33,0,4.9
BIND019996,Q028802,STA03,,,False,73684.87,0,3.2
BIND019997,Q025311,STA03,,,False,1870.49,0,26.9
BIND019998,Q014351,STA01,2025-02-23,2025-02-23,True,2324.59,1,5.6
BIND019999,Q022688,STA01,2025-08-15,2025-08-17,True,2576.58,1,5.5
BIND020000,Q030377,STA02,,,False,1979.45,0,11.4
BIND020001,Q041214,STA05,,,False,20309.5,0,15.7
BIND020002,Q025849,STA06,,,False,69754.46,0,21.6
BIND020003,Q012367,STA01,2025-01-18,2025-01-20,True,29223.78,1,5.7
BIND020004,Q040130,STA02,,,False,3737.36,0,7.0
BIND020005,Q001493,STA02,,,False,2445.45,0,3.4
BIND020006,Q002231,STA03,,,False,1357.25,0,13.1
BIND020007,Q003751,STA01,2024-09-26,2024-09-27,True,2419.92,1,5.7
BIND020008,Q022484,STA02,,,False,2686.4,0,6.4
BIND020009,Q013101,STA07,,,False,3179.3,0,7.6
BIND020010,Q015617,STA07,,,False,18116.32,0,34.5
BIND020011,Q009001,STA02,,,False,3895.72,0,7.9
BIND020012,Q027000,STA01,2025-10-19,2025-10-25,True,1875.06,1,12.1
BIND020013,Q001111,STA08,,,False,29028.48,0,14.2
BIND020014,Q032428,STA02,,,False,12692.49,0,5.3
BIND020015,Q030473,STA01,2025-12-24,2025-12-25,True,4028.62,2,6.8
BIND020016,Q010516,STA07,,,False,4023.75,0,3.5
BIND020017,Q011461,STA02,,,False,15482.5,0,7.8
BIND020018,Q026456,STA01,2025-10-07,2025-10-15,True,2801.31,1,11.5
BIND020019,Q022663,STA02,,,False,8252.77,0,10.1
BIND020020,Q001410,STA09,,,False,27693.69,0,2.8
BIND020021,Q001433,STA08,,,False,73487.67,0,8.3
BIND020022,Q031217,STA09,,,False,6651.16,0,25.7
BIND020023,Q036181,STA06,,,False,10287.8,0,3.4
BIND020024,Q037593,STA01,2026-03-09,2026-03-12,True,3018.32,1,4.7
BIND020025,Q032095,STA02,,,False,31858.37,0,1.8
BIND020026,Q004160,STA01,2024-09-10,2024-09-12,True,2219.49,1,4.4
BIND020027,Q020132,STA07,,,False,58945.62,0,5.6
BIND020028,Q035798,STA04,,,False,44804.18,0,12.0
BIND020029,Q012973,STA02,,,False,6967.7,0,10.1
BIND020030,Q025140,STA01,2025-09-12,2025-09-18,True,1620.37,1,7.0
BIND020031,Q015315,STA01,2025-03-07,2025-03-08,True,3923.88,1,2.4
BIND020032,Q021633,STA06,,,False,1694.51,0,6.6
BIND020033,Q004809,STA01,2024-09-18,2024-09-20,True,22362.33,1,7.1
BIND020034,Q019874,STA02,,,False,8358.23,0,11.8
BIND020035,Q033605,STA01,2026-01-14,2026-01-15,True,1476.79,2,4.7
BIND020036,Q033068,STA07,,,False,8492.12,0,7.7
BIND020037,Q019402,STA04,,,False,28416.69,0,13.6
BIND020038,Q028542,STA05,,,False,1306.51,0,15.5
BIND020039,Q030060,STA01,2025-12-16,2025-12-25,True,2460.4,1,41.6
BIND020040,Q029237,STA01,2025-12-01,2025-12-03,True,19668.73,1,11.7
BIND020041,Q009149,STA01,2024-12-14,2024-12-15,True,34323.29,1,3.2
BIND020042,Q041554,STA01,2026-05-05,2026-05-06,True,21120.65,1,4.6
BIND020043,Q017065,STA02,,,False,3524.05,0,29.8
BIND020044,Q012185,STA01,2025-02-10,2025-02-12,True,15176.39,1,12.9
BIND020045,Q014800,STA01,2025-03-30,2025-04-01,True,3291.1,1,11.1
BIND020046,Q020828,STA01,2025-07-20,2025-07-25,True,17011.25,1,26.9
BIND020047,Q012580,STA05,,,False,3385.07,0,2.4
BIND020048,Q016809,STA03,,,False,2155.24,0,6.6
BIND020049,Q039299,STA08,,,False,26439.06,0,6.3
BIND020050,Q011717,STA02,,,False,2401.54,0,5.2
BIND020051,Q016685,STA07,,,False,27523.78,0,15.4
BIND020052,Q016983,STA06,,,False,36382.58,0,12.6
BIND020053,Q003096,STA09,,,False,1343.94,0,8.6
BIND020054,Q016661,STA02,,,False,16496.41,0,7.2
BIND020055,Q037619,STA03,,,False,59572.64,0,10.0
BIND020056,Q017648,STA02,,,False,1527.56,0,21.3
BIND020057,Q027068,STA02,,,False,3086.27,0,3.4
BIND020058,Q007806,STA01,2024-12-06,2024-12-11,True,2062.34,1,10.7
BIND020059,Q035476,STA01,2026-02-20,2026-02-21,True,2845.64,1,6.2
BIND020060,Q037170,STA08,,,False,24921.55,0,10.9
BIND020061,Q017748,STA04,,,False,1187.34,0,11.3
BIND020062,Q004573,STA01,2024-09-27,2024-10-03,True,2400.29,1,8.3
BIND020063,Q016979,STA05,,,False,18257.23,0,1.4
BIND020064,Q037174,STA02,,,False,1852.74,0,5.7
BIND020065,Q003572,STA01,2024-09-26,2024-09-26,True,2159.29,1,1.7
BIND020066,Q039951,STA04,,,False,1546.66,0,5.8
BIND020067,Q006433,STA07,,,False,68255.24,0,11.9
BIND020068,Q040475,STA07,,,False,41797.8,0,9.7
BIND020069,Q001385,STA05,,,False,24201.82,0,1.9
BIND020070,Q038662,STA01,2026-04-14,2026-04-17,True,3209.39,1,8.8
BIND020071,Q011029,STA01,2024-12-22,2024-12-25,True,1963.19,3,12.9
BIND020072,Q037458,STA02,,,False,12429.33,0,12.3
BIND020073,Q024289,STA03,,,False,2771.78,0,12.9
BIND020074,Q031281,STA06,,,False,22069.51,0,17.2
BIND020075,Q001092,STA01,2024-06-10,2024-06-11,True,16951.59,1,3.4
BIND020076,Q024055,STA06,,,False,1671.55,0,2.0
BIND020077,Q041497,STA02,,,False,2641.19,0,3.1
BIND020078,Q023176,STA05,,,False,46494.89,0,8.5
BIND020079,Q037340,STA02,,,False,20611.79,0,4.5
BIND020080,Q008780,STA01,2024-12-10,2024-12-12,True,38799.83,1,13.4
BIND020081,Q022133,STA01,2025-07-17,2025-07-25,True,10528.48,1,14.1
BIND020082,Q038951,STA01,2026-04-24,2026-04-25,True,1633.98,1,11.6
BIND020083,Q009064,STA07,,,False,3236.94,0,11.9
BIND020084,Q018863,STA03,,,False,28671.06,0,11.2
BIND020085,Q024755,STA04,,,False,8913.66,0,2.6
BIND020086,Q024305,STA07,,,False,1767.73,0,3.2
BIND020087,Q035510,STA03,,,False,13654.21,0,10.8
BIND020088,Q037953,STA02,,,False,25640.86,0,10.7
BIND020089,Q007569,STA03,,,False,10464.32,0,2.9
BIND020090,Q018303,STA01,2025-05-22,2025-05-24,True,5026.59,1,7.5
BIND020091,Q017976,STA03,,,False,17775.96,0,7.1
BIND020092,Q034652,STA05,,,False,27764.07,0,4.0
BIND020093,Q014498,STA01,2025-03-03,2025-03-06,True,1880.29,1,7.0
BIND020094,Q010137,STA02,,,False,32710.39,0,13.0
BIND020095,Q025911,STA03,,,False,1562.68,0,15.6
BIND020096,Q010768,STA01,2024-12-14,2024-12-17,True,30639.6,1,6.8
BIND020097,Q026229,STA01,2025-10-15,2025-10-15,True,23440.96,1,13.7
BIND020098,Q009367,STA03,,,False,25683.26,0,8.5
BIND020099,Q012547,STA04,,,False,14108.48,0,5.1
BIND020100,Q031973,STA01,2025-12-23,2025-12-26,True,30283.28,4,9.6
BIND020101,Q010648,STA01,2024-12-30,2024-12-30,True,1799.7,3,5.5
BIND020102,Q032861,STA01,2026-02-03,2026-02-06,True,2644.18,1,14.8
BIND020103,Q016124,STA06,,,False,1286.37,0,9.0
BIND020104,Q019107,STA01,2025-05-14,2025-05-16,True,81553.4,1,12.2
BIND020105,Q036794,STA02,,,False,16987.87,0,12.0
BIND020106,Q011272,STA06,,,False,1419.11,0,6.9
BIND020107,Q036453,STA01,2026-03-03,2026-03-09,True,26065.7,1,6.9
BIND020108,Q035216,STA01,2026-02-19,2026-02-20,True,2814.97,1,7.9
BIND020109,Q021470,STA03,,,False,4766.12,0,5.9
BIND020110,Q021932,STA03,,,False,48661.65,0,8.1
BIND020111,Q027344,STA08,,,False,21124.96,0,1.4
BIND020112,Q035369,STA03,,,False,22185.03,0,2.7
BIND020113,Q007439,STA03,,,False,2497.54,0,23.3
BIND020114,Q000265,STA01,2024-06-14,2024-06-17,True,2304.19,1,9.8
BIND020115,Q023654,STA01,2025-09-03,2025-09-04,True,4168.89,1,3.8
BIND020116,Q011102,STA01,2025-02-12,2025-02-16,True,3525.1,1,17.9
BIND020117,Q027321,STA01,2025-11-19,2025-11-20,True,35145.28,1,22.2
BIND020118,Q015892,STA05,,,False,14089.74,0,3.9
BIND020119,Q019693,STA02,,,False,16200.22,0,7.1
BIND020120,Q008545,STA02,,,False,1267.49,0,5.7
BIND020121,Q036860,STA02,,,False,2236.66,0,1.7
BIND020122,Q023850,STA02,,,False,1844.23,0,5.8
BIND020123,Q035700,STA02,,,False,6007.9,0,31.2
BIND020124,Q041442,STA02,,,False,115409.4,0,1.8
BIND020125,Q038966,STA03,,,False,11044.45,0,18.1
BIND020126,Q005840,STA01,2024-11-09,2024-11-14,True,7463.43,1,18.6
BIND020127,Q033292,STA01,2026-02-05,2026-02-12,True,2573.03,1,17.3
BIND020128,Q010094,STA05,,,False,3028.38,0,6.7
BIND020129,Q040854,STA01,2026-06-10,2026-06-16,True,1341.62,1,17.7
BIND020130,Q012557,STA07,,,False,48686.26,0,13.9
BIND020131,Q013599,STA07,,,False,36721.63,0,6.5
BIND020132,Q036988,STA08,,,False,3139.61,0,20.7
BIND020133,Q020653,STA01,2025-07-05,2025-07-05,True,2071.37,1,6.4
BIND020134,Q018804,STA01,2025-06-01,2025-06-10,True,2577.43,1,13.1
BIND020135,Q013237,STA01,2025-02-09,2025-02-09,True,2419.11,1,3.7
BIND020136,Q010262,STA02,,,False,18396.81,0,8.0
BIND020137,Q003994,STA01,2024-09-27,2024-09-28,True,47959.91,4,8.3
BIND020138,Q008844,STA01,2024-12-01,2024-12-03,True,1547.99,1,12.8
BIND020139,Q007928,STA07,,,False,3093.55,0,12.7
BIND020140,Q009866,STA01,2024-12-14,2024-12-15,True,3293.39,1,4.2
BIND020141,Q004468,STA07,,,False,17713.9,0,1.6
BIND020142,Q015631,STA01,2025-03-12,2025-03-16,True,20476.53,1,7.1
BIND020143,Q033008,STA05,,,False,24708.32,0,2.5
BIND020144,Q014353,STA07,,,False,20931.28,0,2.0
BIND020145,Q018351,STA01,2025-05-28,2025-05-29,True,18425.13,1,5.5
BIND020146,Q016695,STA02,,,False,14899.22,0,8.4
BIND020147,Q006550,STA01,2024-10-29,2024-10-31,True,2239.56,1,5.5
BIND020148,Q017431,STA03,,,False,2334.15,0,4.4
BIND020149,Q022255,STA01,2025-08-16,2025-08-18,True,2594.52,1,15.9
BIND020150,Q037540,STA01,2026-03-29,2026-04-09,True,39258.19,1,13.4
BIND020151,Q041494,STA01,2026-05-23,2026-05-27,True,13545.41,1,7.8
BIND020152,Q004519,STA03,,,False,62444.9,0,6.3
BIND020153,Q039419,STA02,,,False,2377.78,0,4.3
BIND020154,Q036639,STA01,2026-03-23,2026-03-24,True,6072.05,1,2.6
BIND020155,Q004537,STA07,,,False,26767.74,0,6.7
BIND020156,Q006724,STA07,,,False,31809.98,0,5.6
BIND020157,Q027351,STA02,,,False,12583.22,0,2.5
BIND020158,Q011549,STA07,,,False,1253.42,0,15.1
BIND020159,Q028058,STA04,,,False,25068.06,0,2.8
BIND020160,Q002070,STA04,,,False,15842.98,0,5.0
BIND020161,Q031508,STA01,2025-12-26,2025-12-29,True,2747.04,1,12.3
BIND020162,Q041974,STA01,2026-05-31,2026-06-01,True,5062.37,1,10.9
BIND020163,Q024247,STA02,,,False,64547.43,0,5.7
BIND020164,Q004678,STA01,2024-09-15,2024-09-17,True,2083.91,1,2.8
BIND020165,Q006646,STA02,,,False,25228.09,0,7.4
BIND020166,Q014859,STA01,2025-03-04,2025-03-09,True,10093.46,1,7.9
BIND020167,Q008273,STA06,,,False,9960.42,0,9.0
BIND020168,Q040556,STA01,2026-05-19,2026-05-21,True,3146.14,1,8.3
BIND020169,Q001359,STA05,,,False,4004.21,0,3.7
BIND020170,Q032519,STA02,,,False,3542.32,0,3.8
BIND020171,Q001290,STA01,2024-07-30,2024-07-31,True,15855.57,1,9.5
BIND020172,Q038837,STA03,,,False,2159.9,0,19.1
BIND020173,Q010358,STA04,,,False,1435.4,0,19.9
BIND020174,Q011032,STA09,,,False,12429.31,0,9.0
BIND020175,Q002032,STA02,,,False,28492.51,0,8.3
BIND020176,Q041562,STA10,,,False,,0,
BIND020177,Q007879,STA06,,,False,87382.87,0,8.2
BIND020178,Q034919,STA01,2026-02-20,2026-03-01,True,2449.86,1,18.3
BIND020179,Q007656,STA01,2024-11-14,2024-11-17,True,1473.8,1,6.5
BIND020180,Q019704,STA02,,,False,68033.67,0,2.0
BIND020181,Q031668,STA04,,,False,29386.68,0,7.1
BIND020182,Q019972,STA05,,,False,1359.23,0,34.0
BIND020183,Q019653,STA02,,,False,7404.54,0,6.8
BIND020184,Q008829,STA05,,,False,20730.24,0,9.1
BIND020185,Q001982,STA02,,,False,46744.14,0,2.3
BIND020186,Q010216,STA03,,,False,94148.14,0,12.3
BIND020187,Q034438,STA01,2026-03-08,2026-03-09,True,14273.14,1,15.3
BIND020188,Q028991,STA03,,,False,2096.08,0,5.7
BIND020189,Q018736,STA01,2025-06-01,2025-06-04,True,24127.06,5,7.0
BIND020190,Q041921,STA10,,,False,,0,
BIND020191,Q019227,STA07,,,False,57601.65,0,6.2
BIND020192,Q011156,STA07,,,False,1540.87,0,4.9
BIND020193,Q040885,STA03,,,False,1515.75,0,11.0
BIND020194,Q035029,STA02,,,False,2354.15,0,5.0
BIND020195,Q012236,STA03,,,False,44876.89,0,1.4
BIND020196,Q012451,STA02,,,False,19289.04,0,11.2
BIND020197,Q001006,STA02,,,False,1619.23,0,19.3
BIND020198,Q032711,STA01,2026-01-16,2026-01-22,True,65017.4,5,9.0
BIND020199,Q022405,STA01,2025-08-09,2025-08-10,True,3736.08,1,13.2
BIND020200,Q031975,STA01,2025-12-14,2025-12-17,True,24568.66,4,10.8
BIND020201,Q001479,STA03,,,False,11647.49,0,10.8
BIND020202,Q001026,STA02,,,False,9380.76,0,9.7
BIND020203,Q034775,STA02,,,False,17499.78,0,3.7
BIND020204,Q016264,STA06,,,False,32291.58,0,4.4
BIND020205,Q038981,STA07,,,False,1625.1,0,5.3
BIND020206,Q019857,STA04,,,False,26514.19,0,8.5
BIND020207,Q041458,STA01,2026-05-23,2026-05-29,True,29339.63,1,6.3
BIND020208,Q006509,STA03,,,False,4561.8,0,3.0
BIND020209,Q006513,STA01,2024-10-23,2024-10-24,True,36310.97,3,8.6
BIND020210,Q007586,STA03,,,False,31846.29,0,4.1
BIND020211,Q025113,STA01,2025-09-14,2025-09-18,True,2627.43,1,5.1
BIND020212,Q036141,STA03,,,False,15405.83,0,4.5
BIND020213,Q009352,STA04,,,False,1942.18,0,13.4
BIND020214,Q041257,STA03,,,False,1862.8,0,2.8
BIND020215,Q032398,STA06,,,False,1624.31,0,4.5
BIND020216,Q015635,STA06,,,False,3246.74,0,12.5
BIND020217,Q009868,STA03,,,False,24962.51,0,34.6
BIND020218,Q041480,STA01,2026-05-11,2026-05-18,True,3397.32,1,10.3
BIND020219,Q022685,STA07,,,False,18308.71,0,14.6
BIND020220,Q001205,STA05,,,False,2772.88,0,1.0
BIND020221,Q017768,STA03,,,False,34931.76,0,16.7
BIND020222,Q029356,STA01,2025-11-12,2025-11-16,True,1172.36,1,8.1
BIND020223,Q013493,STA06,,,False,1711.15,0,3.0
BIND020224,Q037214,STA01,2026-03-31,2026-04-01,True,2972.42,2,6.6
